,pretty_formula,bandgap,cell_length_a,cell_lentgh_b,cell_lentgh_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma
5999,Sn2P2O9,2.2294,6.59271000,8.00266700,14.45129100,90.00000000,90.00000000,90.00000000
6000,CaZnSe2,2.2537,4.28620300,4.28620300,6.38376400,90.00000000,90.00000000,90.00000000
6001,Zn2SiO4,2.2492,4.99737300,5.10975300,10.43236100,90.00000000,90.00000000,90.00000000
6002,Zn2SiO4,2.2529000000000003,8.09005700,5.55075300,9.04815730,58.69641784,90.00000000,90.00000000
6003,Na2Zn3S4,2.2584,6.85549500,7.76559000,14.13141600,90.00000000,90.00000000,90.00000000
6004,CdIBr,2.2325,14.36987850,14.36987850,14.36987930,16.88664375,16.88664375,16.88664044
6005,Sr3B3N5,2.2443999999999997,6.37933500,6.93051986,7.54538749,78.50615705,80.23856306,87.38702440
6006,CaTiN2,2.2611,4.99694000,10.06523100,17.15265800,90.00000000,90.00000000,90.00000000
6007,Mg14ZnCdO16,2.2379,4.31675500,8.60421000,8.62557900,90.00000000,90.00000000,90.00000000
6008,Mg30CoNiO32,2.2374,8.50703100,8.50703100,8.52677500,90.00000000,90.00000000,90.00000000
6009,Mg30MnCdO32,2.2323999999999993,8.58088300,8.58088300,8.58597600,90.00000000,90.00000000,90.00000000
6010,CsMg30MnO32,2.232,8.64735800,8.64735800,8.72616200,90.00000000,90.00000000,90.00000000
6011,RbMg30WO32,2.2599,8.62794300,8.62794300,8.72731700,90.00000000,90.00000000,90.00000000
6012,RbMg30BO31,2.2391000000000005,8.58927000,8.65990800,8.69782500,90.00000000,90.00000000,90.00000000
6013,YbSe,2.2566,5.00455992,5.00455992,5.87023500,90.00000000,90.00000000,119.99999892
6014,PbS,2.2622,4.24533476,4.24533476,11.31214498,85.97736496,85.97736496,90.00011452
6015,BiI3,2.2403,12.53429500,4.16043000,7.94138272,75.63690286,90.00000000,90.00000000
6016,Ba2NaIO6,2.2419000000000002,5.98641409,5.98641409,5.98641409,60.00000000,60.00000000,60.00000000
6017,Ba2SrUO6,2.2568,6.35867611,6.35867611,6.35867611,60.00000000,60.00000000,60.00000000
6018,CsNdS2,2.2669,4.25109366,4.25109366,16.14580700,90.00000000,90.00000000,119.99999464
6019,H4C7,2.2582,11.45338300,8.91431700,15.32341416,87.47843437,90.00000000,90.00000000
6020,TbTa3O9,2.2489,8.80366648,8.80366648,9.67631679,56.94742010,56.94742010,36.89801493
6021,Rb3FeO3,2.2647999999999997,14.88762200,6.67027000,6.84946883,61.28513975,90.00000000,90.00000000
6022,NdTa3O9,2.2412,8.81985359,8.81985359,9.71605981,57.03177031,57.03177031,36.93097573
6023,BaMn2P2O9,2.2588000000000004,5.23387990,5.23387990,8.39908657,83.72115023,83.72115023,58.15122035
6024,K2Mo(SO)2,2.2416,6.79510648,6.79510648,10.05209443,62.78045287,62.78045287,63.68991274
6025,LaLuS3,2.2321999999999997,6.69348000,7.33567100,9.88471200,90.00000000,90.00000000,90.00000000
6026,K2NaBiI6,2.2588,8.76645814,8.76645814,8.76645814,60.00000000,60.00000000,60.00000000
6027,Na2AlAgF6,2.236,5.92982434,5.92982434,5.92982434,60.00000000,60.00000000,60.00000000
6028,K2RbRhF6,2.2526,6.53426770,6.53426770,6.53426770,60.00000000,60.00000000,60.00000000
6029,K2PrCuBr6,2.2645999999999997,7.88328319,7.88328319,7.88328319,60.00000000,60.00000000,60.00000000
6030,K2TbAuCl6,2.2368,7.61057332,7.61057332,7.61057332,60.00000000,60.00000000,60.00000000
6031,CsRb2RhF6,2.26,6.75803305,6.75803305,6.75803305,60.00000000,60.00000000,60.00000000
6032,K2PrAuCl6,2.2576,7.74950990,7.74950990,7.74950990,60.00000000,60.00000000,60.00000000
6033,K2NdAuCl6,2.2668999999999997,7.72625316,7.72625316,7.72625316,60.00000000,60.00000000,60.00000000
6034,K2GaAgF6,2.2432,6.14053084,6.14053084,6.14053084,60.00000000,60.00000000,60.00000000
6035,Cs2NaBiI6,2.2462999999999997,8.84930702,8.84930702,8.84930702,60.00000000,60.00000000,60.00000000
6036,Cs2YAuCl6,2.2507,7.68915126,7.68915126,7.68915126,60.00000000,60.00000000,60.00000000
6037,Cs2InSbF6,2.2370000000000005,6.89898772,6.89898772,6.89898772,60.00000000,60.00000000,60.00000000
6038,Cs2AlInBr6,2.2443999999999997,8.08785342,8.08785342,8.08785342,60.00000000,60.00000000,60.00000000
6039,Cs2PrCuBr6,2.2451,7.97753769,7.97753769,7.97753769,60.00000000,60.00000000,60.00000000
6040,Rb2PrAuCl6,2.2437,7.77866957,7.77866957,7.77866957,60.00000000,60.00000000,60.00000000
6041,Rb2NdAuCl6,2.2535,7.75123241,7.75123241,7.75123241,60.00000000,60.00000000,60.00000000
6042,K3RhF6,2.2333,6.36701856,6.36701856,6.36701856,60.00000000,60.00000000,60.00000000
6043,Rb2InSbF6,2.2558999999999996,6.81387752,6.81387752,6.81387752,60.00000000,60.00000000,60.00000000
6044,Rb2NaBiI6,2.2536,8.79875737,8.79875737,8.79875737,60.00000000,60.00000000,60.00000000
6045,K2SnS3,2.2452,6.89591100,7.62231330,8.37682296,75.57520424,72.62059746,66.58775178
6046,AuCl,2.2435,4.39589400,4.39589400,12.19636600,90.00000000,90.00000000,90.00000000
6047,Y2Si3(SnO4)3,2.2625,11.27588458,11.27588458,11.27588458,109.47122063,109.47122063,109.47122063
6048,MnZn(SiO3)2,2.244,5.40911147,6.90533274,6.90531622,87.34269835,74.96233440,74.96205594
6049,Ti(Si2O5)2,2.2489,7.43339800,7.43339800,14.95549800,90.00000000,90.00000000,90.00000000
6050,Na2TiFe(PO4)3,2.2644,8.87838340,8.88199023,17.75988949,58.99173734,58.92773423,58.91144994
6051,Na2MnPCO7,2.2519,8.46906200,8.50188984,10.32561622,108.25111309,107.18316238,103.00589922
6052,LiVF4,2.2388000000000003,6.45961611,6.45961611,5.23217272,78.96736758,78.96736758,47.54841823
6053,Li3Cr2(PO4)3,2.2661000000000002,9.10359858,9.10359858,16.36362691,65.18496721,65.18496721,58.08610828
6054,SrCrO4,2.2586,7.91239000,7.31421400,7.42910304,85.36570044,90.00000000,90.00000000
6055,CsC4S4N8O2F,2.2359999999999998,11.50638472,11.50638472,11.50638472,133.37146688,127.00040838,73.22905433
6056,CdH8(NO5)2,2.2376,15.15521436,14.38721314,6.55300774,83.83391511,70.70541479,25.46067010
6057,CoPH3O5,2.2389,9.64874959,9.64874959,9.64875004,112.71662046,112.71662046,112.71661657
6058,ScBr3,2.25,10.32274800,10.32274800,3.52049900,90.00000000,90.00000000,119.99999997
6059,Li2CdGeS4,2.2567000000000004,6.46486400,6.90565400,7.85241500,90.00000000,90.00000000,90.00000000
6060,NaNbO3,2.2327000000000004,5.61527100,5.64296100,7.87569500,90.00000000,90.00000000,90.00000000
6061,Na2Cd(GeS3)2,2.2385,7.43731759,7.43731759,11.74496727,85.48376957,85.48376957,119.93125696
6062,XeNO3F,2.2335,9.09305600,4.79103700,9.65891547,89.20171757,90.00000000,90.00000000
6063,La3AlCdS7,2.2561999999999998,10.36438551,10.36438551,6.08258800,90.00000000,90.00000000,119.99999685
6064,VIn(SeO4)2,2.2451,6.95732400,4.82675300,10.78822723,81.90497019,90.00000000,90.00000000
6065,Er2PbS4,2.2569999999999997,3.97431300,12.02677300,14.29621800,90.00000000,90.00000000,90.00000000
6066,NdMoBrO4,2.2470999999999997,7.05219800,7.51724407,11.34637093,106.19939156,106.71945991,92.45064336
6067,Al2(PS3)3,2.2363000000000004,10.27667692,10.27667692,7.26185096,76.49335999,76.49335999,59.97640728
6068,Ho2PbS4,2.2585,3.98169200,12.02252000,14.34538700,90.00000000,90.00000000,90.00000000
6069,V2Se2O9,2.2644,7.31759600,7.41259200,14.52036523,76.66949179,90.00000000,90.00000000
6070,SrTh(PS4)2,2.2546999999999997,11.24240300,11.24240300,9.76439300,90.00000000,90.00000000,90.00000000
6071,Rb3Bi2I9,2.2516,8.85491600,14.95499900,20.75444929,86.66206212,90.00000000,90.00000000
6072,Zn2H24C12Br7O6,2.2646,8.69669000,10.69974025,16.34866467,98.28624587,103.68756460,99.32643251
6073,HgSb2Xe5F22,2.2327000000000004,17.17892300,9.08521000,16.92306298,77.96868600,90.00000000,90.00000000
6074,Fe4Bi2O9,2.2665000000000006,8.05363200,8.62457700,12.26096800,90.00000000,90.00000000,90.00000000
6075,Na3NbS4,2.2363999999999997,19.87926937,14.90184977,14.33120495,85.66797257,48.37220912,45.95981830
6076,Ba2U(AsO5)2,2.2615,8.91421300,11.38750300,21.73833345,74.46553640,90.00000000,90.00000000
6077,KV2PO8,2.2428,4.82958000,14.00680842,21.57543878,71.08611196,89.70431333,89.10773369
6078,K3V5Te4(HO3)8,2.2463,7.65892100,9.03824600,17.15362600,90.00000000,90.00000000,90.00000000
6079,Rb2LiFe(MoO4)3,2.2446,5.95089400,8.68238200,25.01620000,90.00000000,90.00000000,90.00000000
6080,H12WC2(S2N)2,2.2487000000000004,7.24544800,9.65779300,16.23712200,90.00000000,90.00000000,90.00000000
6081,V2Co3TePb3O14,2.2327000000000004,26.23218400,5.28148500,15.19193073,89.98220247,90.00000000,90.00000000
6082,TlSb3F18,2.2625,9.73042814,9.73042814,8.87579500,90.00000000,90.00000000,120.00000096
6083,H9C2(N3O2)3,2.2418,8.15359300,8.49741316,8.62472077,105.05468824,95.37768034,110.94696397
6084,Rh(CO)3,2.2534,11.95735000,9.34497100,17.90969358,89.20926042,90.00000000,90.00000000
6085,NaLa(GaS2)4,2.2582,14.53486188,11.99484051,11.94628535,74.76113889,52.77152290,52.46733820
6086,MgH16(IO8)2,2.263,5.58695800,10.81192100,12.14657777,66.71334341,90.00000000,90.00000000
6087,TaVO5,2.2553,5.58378400,13.92423100,14.05088892,59.93409809,90.00000000,90.00000000
6088,NaH12AuC4(SO3)4,2.2349,5.63167600,9.12322150,10.17542146,71.47892937,74.64879996,76.27187205
6089,Na3LaMn3(AsO5)3,2.253,11.37084197,11.37084197,6.17815500,90.00000000,90.00000000,119.99999983
6090,Ba9In4(SF)10,2.2502999999999997,12.67724781,12.68417931,19.56612436,90.00000000,90.00000000,90.00000000
6091,OsXe2O3F14,2.2527999999999997,8.43495600,10.01945700,15.86634900,90.00000000,90.00000000,90.00000000
6092,Na2Lu3Te4(IO4)3,2.246,5.56683600,9.31794500,16.75197252,89.78721949,90.00000000,90.00000000
6093,K2FeF5,2.2319999999999998,5.78032600,7.48993500,11.74260600,90.00000000,90.00000000,90.00000000
6094,Ba3MoO6,2.2576,6.34829862,6.34829862,6.34829932,59.99999632,60.00000368,60.00000000
6095,Ba2MgMoO6,2.2639,5.80695605,5.80695605,5.80695605,60.00000000,60.00000000,60.00000000
6096,Ba2YbMoO6,2.2667,5.98442429,5.98442429,5.98442429,60.00000000,60.00000000,60.00000000
6097,Pb2IOF,2.2607000000000004,7.51310668,7.51310668,6.02855200,90.00000000,90.00000000,132.88430634
6098,YbBeNF6,2.2451999999999996,6.62682100,6.72848600,7.02247839,70.97451072,90.00000000,90.00000000
6099,VCd2BiO6,2.2433,7.28411298,7.28411298,5.73933200,90.00000000,90.00000000,104.70621644
6100,TlCSN,2.2447,6.80142300,6.89400100,7.85072200,90.00000000,90.00000000,90.00000000
6101,SrCo(GeO3)2,2.2472000000000003,7.00244472,8.01085953,9.79925122,76.70368675,79.00365393,92.89971971
6102,RbNbCl6,2.246,7.02721679,7.02721679,12.62970908,79.27420667,79.27420667,55.40981998
6103,Na2ZnH3Cl4,2.2596,7.04683377,7.04683377,6.33923600,90.00000000,90.00000000,119.99999788
6104,MgCr(SiO3)2,2.2552000000000003,9.37478300,5.38160900,9.54564411,79.80871434,90.00000000,90.00000000
6105,KDyTiO4,2.2650000000000006,5.39346700,5.51555100,12.92454600,90.00000000,90.00000000,90.00000000
6106,LaTi3(BiO4)3,2.2544000000000004,5.44671200,5.46928000,16.98336185,81.04144751,90.00000000,90.00000000
6107,K4Co(MoO4)3,2.2497,7.96582300,10.09850006,10.16893511,93.99298825,106.68177406,105.96217045
6108,H10PdC2S2(N4O3)2,2.2546999999999997,9.07108000,9.39620600,15.42901836,83.49434682,90.00000000,90.00000000
6109,LaN2Cl5,2.2338999999999998,8.36671500,8.68307700,12.95208000,90.00000000,90.00000000,90.00000000
6110,Co2PO4F,2.2477,7.33879709,7.33879709,9.85242345,63.97921273,63.97921273,52.39445102
6111,Ca3BCBr2N,2.2312,3.92379300,11.43886200,14.54723000,90.00000000,90.00000000,90.00000000
6112,C5Cl4,2.2635,7.77797900,9.92924100,19.86442853,68.15756771,90.00000000,90.00000000
6113,Ba3Ta2CoO9,2.244,5.84013948,5.84013948,7.18331700,90.00000000,90.00000000,119.99999410
6114,Ca9Si6(WO7)4,2.2314,7.51732500,10.13594455,10.35900740,86.83940677,107.83409146,107.02779928
6115,Zr2Ti3(PbO3)5,2.2357000000000005,4.01868900,4.48972100,19.87734200,90.00000000,90.00000000,90.00000000
6116,Y3Ga(FeO3)4,2.2532000000000005,10.84081452,10.84081452,10.84081452,109.48494516,109.48494516,109.44377507
6117,TmAgS2,2.2390999999999996,6.59794355,6.59794355,6.59794378,35.07498471,35.07498471,35.07498284
6118,TiNbSbO6,2.2472999999999996,4.91700200,5.61360476,8.73393985,91.68443905,106.32204944,90.64506010
6119,Ti2MnNiO6,2.2455000000000003,5.13335474,5.13346000,9.91526943,89.99993265,105.00215402,120.00076148
6120,TlMo3Br7,2.2451,14.27111880,14.28159969,14.37965397,90.00000000,90.00000000,90.00000000
6121,SrPr3CrNiO8,2.2453,6.80372094,6.80372094,5.50407300,90.00000000,90.00000000,132.24996143
6122,SrCa3(BrN)2,2.2574,3.77816500,6.54607500,7.40478139,72.84972247,90.00000000,90.00000000
6123,SrBiNO5,2.2404,7.90475192,7.90475192,5.99050429,89.85900072,89.85900072,136.70427253
6124,Sb3Cl9OF4,2.2573,7.21814500,10.16149582,13.76195555,91.02805263,93.06929989,105.41554370
6125,RbCrCoF6,2.2611,7.40317838,7.40317838,7.40317838,120.37873455,120.01523079,89.65944327
6126,Si3Ge(PbO2)8,2.2580999999999998,7.86496700,7.89434844,18.57215130,97.38334032,89.72837687,117.70827073
6127,PrTi6Bi7O24,2.2652,5.43663000,5.47671811,16.97783053,89.99735104,98.84899534,90.41420322
6128,Pr9Al5S21,2.2579999999999996,11.77399804,11.77399804,11.77399851,96.06866502,96.06866502,96.06866541
6129,Nb9AsO25,2.2338,11.46586728,11.46586728,15.98101560,45.82104012,45.82104012,19.49433208
6130,Nd3Ti12Bi13O48,2.2434000000000003,5.46959500,10.89836548,16.91507155,89.99711119,99.22869548,90.02981930
6131,NaSm3Ti2(SbO7)2,2.2578,7.33255446,7.33255446,7.29540348,60.78236926,60.78236926,60.99675905
6132,NaPrS2,2.247,7.11295200,7.11295200,7.11295169,34.05912124,34.05912124,34.05912023
6133,MgZn3S4,2.263,3.90035800,6.36929100,6.75869809,89.99052233,90.00000000,90.00000000
6134,LiCoAsO4,2.2329999999999997,5.86507563,10.11084762,5.86445274,72.79632123,118.43636215,89.54917287
6135,Li4CoTeO6,2.2623000000000006,5.22586251,5.22586251,5.22752736,79.78013298,79.78013298,119.52648772
6136,Li3Al(CoO3)2,2.2347000000000006,2.90605076,2.90605076,14.46545300,90.00000000,90.00000000,120.00001726
6137,La2Ti2ZnO8,2.2363999999999997,3.72331200,3.72331200,12.78626200,90.00000000,90.00000000,90.00000000
6138,La2Ti2CoO8,2.2568,5.25941074,5.25940367,25.81640081,84.15255696,84.15309468,89.99932212
6139,La2CrFeO6,2.254600000000001,5.60191000,5.60449902,7.91237904,89.98888070,90.00016148,89.99995911
6140,KNbCl6,2.2532,7.47990921,7.47990921,7.47990969,58.37081550,58.37081550,58.37081695
6141,KSr2Nb5O15,2.2445000000000004,12.67923289,12.67923289,4.05802500,90.00000000,90.00000000,90.16289119
6142,K6Sb2H18S8O9,2.2502999999999997,7.80879300,12.92692300,13.96918296,89.60619560,90.00000000,90.00000000
6143,Gd3Si2BrO8,2.2390999999999996,10.33129983,10.33129983,10.33129983,144.26020196,140.42741937,54.37369586
6144,CsZnFeF6,2.2369,7.52718641,7.52718641,7.52718641,120.64953581,120.08738620,89.36367999
6145,CsCrCoF6,2.2439999999999998,7.49578129,7.49578129,7.49578129,120.56537561,120.45258211,89.12068872
6146,CsNa5(FeO3)2,2.2614,12.12887861,12.10470115,9.31787699,67.52443616,67.24995853,45.22560530
6147,CsMo2P3O13,2.2656,6.45594700,9.96318635,10.28450499,83.10821727,82.34185534,71.86426525
6148,CaLa2ZrO6,2.2517000000000005,5.98081946,5.98081946,5.98081946,60.00000000,60.00000000,60.00000000
6149,BiPbO2F,2.2344999999999997,4.00055877,4.00055877,6.51162136,89.15370553,89.15370553,60.13223260
6150,BaSr3Ca2(MoO6)2,2.2561,10.26947275,10.26947275,10.26947283,33.56352073,33.56352073,33.56351675
6151,Ba3SrCa2(MoO6)2,2.2633,5.98469000,5.98469000,8.46328900,90.00000000,90.00000000,90.00000000
6152,Ba4Cu2IBrO4,2.2401999999999997,4.38759800,7.59772800,10.40202644,75.80208470,90.00000000,90.00000000
6153,BaBiNO5,2.2456,8.41266133,8.41266133,6.22740512,89.88856274,89.88856274,138.79439215
6154,B8O,2.2626,5.13987461,5.13987461,9.14588255,72.79051290,72.79051290,62.30262546
6155,AlGa3N4,2.2393,3.19312100,5.19139700,5.52885905,89.96461022,90.00000000,90.00000000
6156,Y2MgS4,2.2668,7.20255167,7.20255167,7.20255167,110.54997196,110.54997196,107.33461411
6157,Er2MgSe4,2.2316,7.41676100,8.59418448,13.83045713,99.06601013,95.34277800,89.98083959
6158,Tm2MgSe4,2.2626999999999997,7.39196600,8.56252710,13.80262497,99.03050735,95.28939617,89.99114051
6159,Dy2MgS4,2.2619,7.18467344,7.18467344,7.18467344,110.53791814,110.53791814,107.35826420
6160,Ho2MgSe4,2.2328,7.45062000,8.63650013,13.81912459,99.13621559,95.40184281,90.00993131
6161,La2MgS4,2.2632000000000003,4.04206300,13.24787300,14.14277200,90.00000000,90.00000000,90.00000000
6162,Lu2MgSe4,2.2387,7.33265300,8.48904379,13.80886821,98.91907022,95.18505817,89.96279067
6163,Dy2CrFeO6,2.2668999999999997,5.63088300,5.31119100,9.34044906,55.30509127,90.00000000,90.00000000
6164,H4CSIN2,2.2549,11.78471506,11.78471506,10.01988573,64.97243220,64.97243220,26.44990135
6165,TiO2,2.2485,10.41933835,9.86497099,10.43780698,90.22539413,89.68104552,94.00703299
6166,ZnSi7N10,2.2512999999999996,6.70042093,6.91190700,9.70545867,90.00000000,103.79377342,90.00000000
6167,YAl2N3,2.242,5.85702247,5.78360565,5.16211600,90.00000000,90.00000000,119.58621576
6168,K3Si3N5,2.2451,5.58249441,7.21969027,8.23381505,105.76625683,94.69039518,100.90571184
6169,Sr4Nb3PO14,2.2628000000000004,4.04962381,5.73717332,13.55484110,93.66529583,98.66173879,90.43305329
6170,Na8Al11Si13(AgO16)3,2.2457000000000003,12.67576463,12.46623500,11.81385768,89.89501664,88.95720052,89.79850048
6171,Co3(PO4)2,2.2525,4.79353547,6.01343008,10.34817429,90.80807674,89.53584989,90.28628648
6172,NdSbO4,2.2377999999999996,5.55912300,7.74260500,7.77257791,79.83874247,90.00000000,90.00000000
6173,BaO,2.2561,3.97032255,3.97032255,3.97032255,60.00000000,60.00000000,60.00000000
6174,Ca(GaSe2)2,2.2626999999999997,15.09142586,12.47352715,12.43271931,74.59129261,52.82760374,52.58110365
6175,AlTlO2,2.2543999999999995,5.71726945,5.71726945,5.71726945,60.00000000,60.00000000,60.00000000
6176,K2RbPdF5,2.2422,7.35296400,7.35296400,6.35873000,90.00000000,90.00000000,90.00000000
6177,KGeSbO5,2.2580999999999998,6.70513000,10.94520900,13.46721400,90.00000000,90.00000000,90.00000000
6178,CsK4GaO4,2.2621,6.77827600,11.74513600,21.15704500,90.00000000,90.00000000,90.00000000
6179,NaNb3O8,2.2477000000000005,7.35116854,7.35116854,7.35116854,121.52247622,118.81552417,89.72359884
6180,ZnNi(GeO3)2,2.2377000000000002,5.25464628,6.70687548,6.70752071,85.72431544,80.32134256,80.31922792
6181,C11F7,2.2359999999999998,6.13417845,6.13417845,13.79451585,85.79723518,85.79723518,82.00049108
6182,CrSb(PO4)2,2.2645999999999997,10.89059141,5.89276301,4.94989417,90.00126619,95.56940692,89.99203544
6183,SrCo(GeO3)2,2.2382,7.99035736,8.02282252,9.81335400,76.32047399,109.21471229,71.79756834
6184,BaAgTeF,2.2381,4.58337300,4.58337300,9.83437000,90.00000000,90.00000000,90.00000000
6185,NaAlSe2,2.2333,7.65442031,7.65442031,14.30893162,82.26648039,82.26648039,90.00570577
6186,Sm2MoO6,2.2457000000000003,10.12928206,10.12928206,5.52237557,75.16988260,75.16988260,68.44835803
6187,Nb9PO25,2.2459000000000002,11.42724102,11.42724102,11.42724102,91.64959915,91.64959915,160.46306000
6188,Na5VO5,2.2396,5.85936500,6.67406600,16.29542900,90.00000000,90.00000000,90.00000000
6189,Fe3PO7,2.2333,5.25253419,5.25253419,5.25253414,101.94476388,101.94476388,101.94476700
6190,CsMnO4,2.231,6.00301600,8.16278000,10.22816300,90.00000000,90.00000000,90.00000000
6191,Sr2CaMoO6,2.2556000000000003,5.81094700,6.13299000,8.33586300,90.00000000,90.00000000,90.00000000
6192,BaEr2NiO5,2.264,3.78097469,5.76704051,6.63639110,115.75356217,106.55088544,90.00000001
6193,BaHo2NiO5,2.2548000000000004,3.78935828,5.78512228,6.65924058,115.74508675,106.53008698,90.00000005
6194,Ca3MnZnO6,2.2432000000000003,6.46117797,6.46117797,6.46117810,92.02983200,92.02983200,92.02983783
6195,BaY2NiO5,2.2417,3.80304591,5.81773960,6.70056399,115.72951023,106.48626614,90.00000003
6196,MnSi2O5,2.2656,5.23912064,5.23912064,6.67769626,74.78461757,74.78461757,103.45545545
6197,Ni(AsO3)2,2.2427,4.84553663,9.04108000,4.84553600,90.00000000,119.99999569,90.00000000
6198,AlWO4,2.2667,5.46270533,5.46270533,4.63107032,88.00711698,88.00711698,64.28263086
6199,BaDy2NiO5,2.2452,3.79841606,5.81121627,6.68910469,115.74579976,106.49463704,89.99999996
6200,V(PO3)3,2.2645,7.48248781,7.48248781,9.62300523,57.37460699,57.37460699,51.98911634
6201,PbS,2.2577,4.25470597,4.25470597,11.37018900,90.00000000,90.00000000,90.11236218
6202,CrBPbO4,2.2358,6.03593300,7.07735300,8.21665000,90.00000000,90.00000000,90.00000000
6203,V2PbO6,2.2575000000000003,3.71437716,8.33687202,9.67269494,108.44912811,90.00000000,102.87166510
6204,TeO2,2.2370000000000005,5.59917800,5.74772500,12.28466400,90.00000000,90.00000000,90.00000000
6205,RbFe(SeO4)2,2.2466999999999997,9.11341300,10.32836960,10.32836909,61.25463165,90.00125199,90.00117472
6206,SiSe2,2.2369,7.03583053,7.03583053,7.03583053,100.20558128,100.20558128,130.21358566
6207,LiInMo3O8,2.2496,5.84760074,5.84760074,5.09097300,90.00000000,90.00000000,120.00000832
6208,TlI,2.2503,4.28759800,4.28759800,4.28759800,90.00000000,90.00000000,90.00000000
6209,AsI3,2.2513,8.61184317,8.61184317,8.61184261,51.07233755,51.07233755,51.07233639
6210,Bi2O3,2.2487999999999992,8.27644700,5.93334900,7.52775057,67.52812651,90.00000000,90.00000000
6211,Sr2Bi2O5,2.2583000000000006,6.25426300,7.75965100,14.62049700,90.00000000,90.00000000,90.00000000
6212,Co3B7IO13,2.2408999999999994,8.66489074,8.66489074,8.66489074,60.00000000,60.00000000,60.00000000
6213,Li3Fe3(PO4)4,2.2351,11.27713600,6.09324600,8.86057181,79.52470008,90.00000000,90.00000000
6214,LiCu(PO3)2,2.2336,7.57894289,7.57894289,4.78514510,74.49965243,74.49965243,91.76185050
6215,LiMn2P5O16,2.2386999999999997,6.82419100,5.10453200,18.30522270,89.14865546,90.00000000,90.00000000
6216,V(PO3)3,2.2460999999999998,8.55569200,8.59838300,8.71541200,90.00000000,90.00000000,90.00000000
6217,LiFeP2O7,2.2499000000000002,6.45643900,9.36849740,10.52043203,114.54265630,85.90295394,107.10015342
6218,LiFeP2O7,2.2378,8.38501700,6.70051500,9.19989195,76.32627001,90.00000000,90.00000000
6219,Li3Fe3(PO4)4,2.2457,10.10666923,10.10666923,10.61628770,88.95794134,88.95794134,36.94197969
6220,Na8Ga2O7,2.2590000000000003,11.10286700,8.73675900,10.15465850,72.38394578,90.00000000,90.00000000
6221,Cs2TiCl6,2.2538,7.47189270,7.47189270,7.47189270,60.00000000,60.00000000,60.00000000
6222,Ge2S3I2,2.2528,11.33557755,11.33557755,10.01205900,90.00000000,90.00000000,119.99999740
6223,NaNbCl6,2.2385,7.07772000,6.65665000,19.92670230,89.49490207,90.00000000,90.00000000
6224,Tl2PS3,2.2405,11.72750700,13.89630800,16.75785800,90.00000000,90.00000000,90.00000000
6225,RbLiO,2.2574,3.55986700,6.60523300,9.11751400,90.00000000,90.00000000,90.00000000
6226,CsBr2F,2.2352999999999996,4.39231800,4.39231800,7.37259300,90.00000000,90.00000000,90.00000000
6227,PSe,2.2456,7.43937500,12.35929300,12.77919150,64.01252930,90.00000000,90.00000000
6228,Hg3TeCl4,2.2498,12.09256400,12.77377000,13.10447800,90.00000000,90.00000000,90.00000000
6229,VHgO3,2.2382,3.65000400,5.07219944,8.79435864,92.74675440,101.57160639,92.81175322
6230,Cs2PtCl4,2.2321,7.52691595,7.52691595,9.64487100,90.00000000,90.00000000,90.06313768
6231,LiGaI3,2.2483000000000004,11.57686900,7.28492700,8.61615476,87.77452091,90.00000000,90.00000000
6232,RbBiO2,2.2335000000000003,6.00871606,6.00871606,6.09947392,67.47566767,67.47566767,93.82630117
6233,Cs(SO2)2,2.2331,16.00406500,7.84812700,9.85507865,81.59289324,90.00000000,90.00000000
6234,Bi4I2O5,2.2338,5.81232500,11.49694600,15.19819164,79.75548642,90.00000000,90.00000000
6235,V2Te2O9,2.2329,9.75361600,7.36433800,10.25448417,84.84023908,90.00000000,90.00000000
6236,Tl2TeBr6,2.2371999999999996,7.62599300,7.62599300,11.19473400,90.00000000,90.00000000,90.00000000
6237,Ca(PrS2)2,2.2359000000000004,7.47414047,7.47414047,7.47414047,109.63547807,109.63547807,109.14320288
6238,CaTiO3,2.2469000000000006,5.48091573,5.48091573,5.48091573,120.76808315,120.76808315,88.67471085
6239,NdPS4,2.2595,12.46772949,12.46772949,12.46772949,127.43213623,127.43213623,77.54676795
6240,SrTeO4,2.2503,5.10352700,5.66068900,13.28230100,90.00000000,90.00000000,90.00000000
6241,TiO2,2.2317,4.91444000,4.85460200,5.09281305,79.88265217,90.00000000,90.00000000
6242,CsHoS2,2.2477,8.38877327,8.38877327,8.38877289,28.16905438,28.16905438,28.16905611
6243,NaH6BrO5,2.2572,5.52612400,6.48748774,9.08716129,107.36601095,87.84369597,109.40785352
6244,CdInBr3,2.2577999999999996,4.19910400,9.60093200,15.68105600,90.00000000,90.00000000,90.00000000
6245,Mg(GaO2)2,2.2576,5.93530032,5.93530032,19.65270302,81.47070874,81.47070874,60.48038099
6246,Ho2TiO5,2.2482,7.41089067,7.41089067,17.77621955,89.47158481,89.47158481,58.75277637
6247,LiGa5O8,2.2544000000000004,5.84157300,5.94309000,8.29703500,90.00000000,90.00000000,90.00000000
6248,Cr2Te4O11,2.2462999999999997,7.74043600,7.12174100,9.92852819,80.50600201,90.00000000,90.00000000
6249,LiInI4,2.2465,7.88047500,8.38993200,15.45342353,87.22138946,90.00000000,90.00000000
6250,HgNO2,2.2563,10.74107000,4.66116700,6.58884548,70.26154916,90.00000000,90.00000000
